id	CustomerName	CustomerAddress	stateCode	idProduct	RegisterTime	Shop1	Shop2	Shop3	Shop4	Shop5	Shop6	Shop7
39	Millard Jimmy Taft	Jean de la Fontaine	MN	25	1983-08-07 12:20:00.000	30558.0	73456.64	6456.0	160.0	71532.484	1379286.0	7.9438688E8
40	Ronald Andrew Jefferson	Timberlane Drive	IL	37	2003-01-28 03:21:36.000	33428.0	86538.11	28020.0	57.0	17304.95	9257462.0	3.1944508E7
41	Herbert Ronald Quincy	San Ysidro Blvd	SC	13	1989-05-11 04:20:00.000	4122.0	28231.016	21858.0	100.0	36988.45	3682010.0	4.7966688E8
42	Theodore William Carter	Bowles Avenue	CO	22	1986-03-12 04:01:36.000	94411.0	70933.055	7951.0	58.0	4580.636	1857300.0	1.51371552E8
43	Theodore Rutherford Taft	Redwood Highway	CO	20	2000-05-29 05:26:40.000	54665.0	69885.88	17009.0	88.0	39328.56	2496384.0	3.12169632E8
44	Lyndon Franklin Hayes	Monroe Street	NH	47	2000-06-15 09:13:20.000	94320.0	69425.89	26865.0	75.0	2633.5999	4240743.0	5.505399E8
45	Jimmy James Carter	Lawrenceville Suwanee	NC	22	1970-12-02 11:08:16.000	43450.0	8688.604	3075.0	192.0	18776.586	505567.0	3.218144E8
46	Abraham Chester Johnson	Burnett Road	MS	26	1982-10-12 08:46:40.000	74696.0	76875.36	17574.0	134.0	87940.19	6213438.0	6.5490445E8
47	Chester Jimmy Buchanan	Padre Boulevard	NC	49	1994-10-17 02:20:00.000	97171.0	70842.484	24639.0	165.0	1058.5686	9450066.0	7.1347968E7
58	Richard Herbert Coolidge	Tanger Blvd	KY	45	1992-11-28 02:13:20.000	65765.0	70580.88	24524.0	210.0	75892.3	9157129.0	1.63370224E8
49	Andrew Dwight Arthur	San Simeon	CO	16	1975-02-12 08:54:56.000	89561.0	99258.11	22770.0	90.0	39982.062	9625065.0	5.3025104E8
50	Jimmy William Truman	Woodson Rd.	CA	26	2000-09-18 07:28:16.000	54770.0	72460.94	1420.0	44.0	93456.36	6353012.0	3.25637152E8
51	Dwight Calvin Roosevelt	Hutchinson Rd	TN	38	1977-02-22 10:53:20.000	11072.0	9563.755	6606.0	117.0	97564.49	948564.0	2.4258438E7
52	Benjamin Franklin Clinton	W. Russell St.	NJ	30	2005-07-05 06:46:40.000	4500.0	3520.56	19467.0	207.0	91200.57	5517676.0	4.92102432E8
53	Woodrow Gerald Jackson	Moreno Drive	NC	14	1977-10-24 05:53:20.000	46277.0	63818.89	4148.0	168.0	44652.07	2066375.0	1.21993008E8
54	Millard Calvin Adams	Timberlane Drive	MI	58	2001-01-10 07:46:40.000	61386.0	12933.473	18005.0	20.0	74511.836	4245194.0	2.24525808E8
55	Benjamin Rutherford Pierce	Jean de la Fontaine	WY	12	1972-12-25 02:53:20.000	91420.0	11980.602	26016.0	64.0	53160.254	7015400.0	4.44984832E8
56	Andrew John Taft	Santa Monica Road	TX	35	1987-02-23 05:33:20.000	1225.0	51734.484	15942.0	31.0	31176.77	2325800.0	5.7374224E7
57	Grover Herbert Madison	North Ventu Park Road	MO	46	1992-04-15 09:41:36.000	49648.0	9700.731	5060.0	124.0	28880.291	9457480.0	2.23366064E8
58	Richard Herbert Coolidge	Tanger Blvd	KY	17	2002-11-22 04:26:40.000	16920.0	31584.44	8442.0	100.0	21300.625	221384.0	4.17065024E8
59	Richard Franklin Pierce	Padre Boulevard	NE	15	2006-01-15 12:40:00.000	87570.0	87992.75	15825.0	52.0	61870.676	8337676.0	1.7717072E8
60	Martin Martin Truman	Greenwood Road	OK	4	1975-08-14 06:48:16.000	16120.0	60499.926	2894.0	20.0	40058.957	9841830.0	1.7866356E7
61	Harry Martin Harrison	San Marcos	ME	47	1992-04-28 11:26:40.000	64493.0	10448.795	2832.0	134.0	65000.812	1897394.0	3.59385E7
62	Harry George Taft	Cabrillo Highway	ID	5	1978-10-05 10:21:36.000	36616.0	7362.8438	6876.0	130.0	96035.38	5973992.0	4.86869472E8
63	James Calvin Truman	Tanger Blvd	MD	58	1986-02-21 08:00:00.000	1190.0	23856.0	7851.0	127.0	81080.4	3762811.0	6.0205805E8
64	Benjamin Ronald Quincy	Padre Boulevard	MS	28	1978-04-23 06:13:20.000	10443.0	43494.7	23883.0	74.0	71220.43	4742304.0	8.6644666E8
65	Millard Rutherford Madison	Padre Boulevard	MD	7	1990-10-16 07:53:20.000	16029.0	78020.445	23937.0	147.0	92647.16	4048327.0	8.4719027E8
66	Gerald Ronald Clinton	Cleveland Ave.	RI	41	1975-12-04 12:14:56.000	66326.0	6676.0347	1020.0	108.0	76840.5	4635150.0	5.3769664E8
67	Andrew Grover Quincy	Carpinteria South	WV	45	2007-12-18 05:46:40.000	90900.0	41916.742	7304.0	68.0	45322.023	4280696.0	6119993.0
68	Richard Rutherford Grant	San Simeon	NC	37	2006-08-12 01:26:40.000	75566.0	16911.344	21129.0	41.0	88024.65	6767183.0	1.68257888E8
69	Bill John Clinton	Santa Rosa North	CO	32	1983-06-05 12:20:00.000	63097.0	44552.066	23236.0	161.0	84502.34	5691250.0	2.13740064E8
70	William Franklin Carter	Milpas Street	LA	35	1983-04-20 03:20:00.000	38310.0	64944.03	8445.0	32.0	1123.5012	5528216.0	1.046583E7
71	Calvin Bill Johnson	East Main Street	WV	9	2004-12-03 06:53:20.000	56790.0	13196.346	12085.0	251.0	95713.53	5846860.0	6.8872666E8
72	Herbert Herbert Buchanan	San Diego Freeway	KY	9	2000-10-07 12:20:00.000	81313.0	98985.25	3243.0	57.0	93304.92	5121163.0	4.52744704E8
73	Gerald Woodrow Johnson	S Rustle St	LA	9	2000-12-29 07:34:56.000	75558.0	91936.6	19039.0	32.0	89115.22	1723330.0	3.82756928E8
74	Warren Richard Roosevelt	Fontaine Road	RI	30	2001-09-01 03:53:20.000	33150.0	51721.266	30987.0	20.0	85723.81	1320960.0	5.35257056E8
75	Bill Thomas Johnson	Grandview Drive	ME	27	2001-10-15 11:01:36.000	39632.0	99143.64	27265.0	249.0	27632.152	2612490.0	3.67514208E8
76	Woodrow Harry Roosevelt	Woodson Rd.	NJ	32	1987-06-15 01:53:20.000	37045.0	68925.73	27810.0	25.0	32170.781	5564240.0	1.195248E7
77	Bill Warren Roosevelt	San Diego Freeway	IN	6	2000-10-28 03:13:20.000	8592.0	72500.96	11709.0	24.0	79130.04	7845584.0	3.13468544E8
78	Chester Andrew Pierce	Tully Road East	WA	6	1978-08-03 10:21:36.000	10620.0	51680.992	21311.0	248.0	68570.18	478368.0	4.19577248E8
79	Martin Rutherford Harrison	Lawrenceville Suwanee	MN	28	1982-12-17 07:06:40.000	8903.0	24036.395	12498.0	112.0	31256.361	2867200.0	2.9926432E8
80	Woodrow Warren Roosevelt	Corona Del Mar	FL	32	1972-11-04 12:14:56.000	14095.0	28588.604	10188.0	235.0	77710.84	2252191.0	3.13598144E8
81	Franklin Abraham Clinton	Bowles Avenue	WI	9	1990-02-11 06:13:20.000	21600.0	43866.22	22273.0	213.0	73112.0	5785256.0	4.18653152E8
82	Zachary Thomas Hayes	East 1st Street	AK	49	1977-10-05 08:21:36.000	74600.0	12040.713	1630.0	40.0	13408.672	9757591.0	2.07116704E8
83	Harry Harry Tyler	Westside Freeway	VA	46	2006-03-23 10:14:56.000	95750.0	28880.057	14746.0	160.0	87595.82	3224676.0	2.3369544E7
84	Chester Thomas Eisenhower	Katella Avenue	IL	28	2003-03-12 11:08:16.000	33873.0	28716.922	19066.0	156.0	12424.036	5086400.0	1.81972E7
85	Dwight Franklin Arthur	East 1st Street	MT	39	1987-01-29 02:01:36.000	52760.0	50992.57	8247.0	8.0	59504.06	1041932.0	7.5115072E8
86	Warren George Wilson	North Broadway Street	MO	49	1994-10-27 01:13:20.000	90980.0	2568.5854	7299.0	222.0	46517.996	9572140.0	3.69271488E8
87	Gerald Lyndon Madison	French Camp Turnpike Road	OK	13	2006-11-23 08:14:56.000	8250.0	24448.516	20875.0	68.0	75080.016	4383864.0	3.35932896E8
88	Benjamin Thomas Adams	Santa Ana Freeway	NJ	12	1986-03-08 10:00:00.000	44304.0	47679.09	9579.0	112.0	93718.82	6108574.0	6.4211104E8
89	Chester Jimmy Reagan	San Luis Obispo North	ME	21	2006-06-26 07:13:20.000	51284.0	54796.695	29037.0	177.0	36876.54	6779580.0	1.33776792E8
90	Warren George Pierce	Cleveland Ave.	RI	19	1994-10-08 08:06:40.000	6878.0	13900.923	31958.0	92.0	51235.95	2469050.0	8.6855258E8
91	Bill Franklin Buchanan	San Diego Freeway	NJ	24	1994-08-11 06:48:16.000	14680.0	50366.586	3362.0	237.0	8784.677	6706584.0	5.548736E7
92	Lyndon John Harding	Carpinteria North	KS	18	2004-06-26 02:06:40.000	67920.0	58720.54	10637.0	24.0	79570.79	3370039.0	3.24088512E8
93	Woodrow Ulysses Van Buren	San Simeon	OH	8	1998-09-17 03:40:00.000	24287.0	55640.945	22092.0	48.0	20165.455	826271.0	1.62933824E8
94	George Warren Roosevelt	Moreno Drive	TX	6	1996-05-14 07:53:20.000	63010.0	3559.9739	22934.0	79.0	25880.23	7609792.0	1.58851856E8
95	Thomas Andrew Johnson	Bowles Avenue	ME	19	2004-09-12 06:34:56.000	12956.0	26816.62	28504.0	225.0	82930.98	5934842.0	1.30296976E8
96	George Franklin Taft	East Main Street	AK	28	1993-05-03 04:33:20.000	90760.0	19776.166	28951.0	186.0	2000.254	4437734.0	2.3078244E7
97	Bill Dwight Kennedy	San Marcos	DE	19	1987-11-18 09:48:16.000	80543.0	92848.984	6060.0	144.0	28090.256	5556540.0	2.6783376E8
98	John Richard Tyler	Carpinteria South	AR	22	1975-01-13 03:46:40.000	86886.0	19550.236	3135.0	172.0	24068.932	9474260.0	2.09016016E8
99	George John Harding	Via Real	AR	33	2001-01-23 06:00:00.000	9468.0	8296.334	2109.0	160.0	32872.82	973728.0	4.94499264E8
100	Dwight Herbert Lincoln	French Camp Turnpike Road	ND	34	1996-03-11 04:00:00.000	89968.0	17116.174	3868.0	60.0	17820.664	8796564.0	1.29663136E8
101	John Bill Madison	East Calle Primera	NC	7	2001-05-20 07:28:16.000	62330.0	39227.754	6045.0	217.0	63603.777	9243187.0	3.57743904E8
102	Woodrow Grover Ford	Timberlane Drive	PA	30	2002-02-01 11:34:56.000	42925.0	72792.695	813.0	56.0	73960.16	9556429.0	2.29636768E8
103	Millard Rutherford Polk	San Simeon	VA	6	1987-05-31 11:53:20.000	62522.0	72148.98	25398.0	84.0	31080.227	9601779.0	4.878782E7
104	Benjamin Calvin Monroe	Moreno Drive	AR	2	1994-04-02 03:20:00.000	25998.0	24696.383	1715.0	36.0	15450.146	6886228.0	2.4039358E7
105	Woodrow Bill Buchanan	N Harrison St	NC	26	2000-03-22 07:21:36.000	88628.0	30739.082	30849.0	244.0	97687.29	9118564.0	4.52870656E8
106	Benjamin Herbert Carter	Moreno Drive	MT	19	1989-09-22 09:40:00.000	82676.0	46776.992	9123.0	210.0	65183.55	3586125.0	2.63031296E8
107	Grover George Polk	North Atherton Street	NH	39	1985-04-10 05:46:40.000	45600.0	73440.93	29788.0	26.0	84548.01	7797892.0	5.3835475E8
108	Abraham Theodore Washington	Bayshore Freeway	KY	29	2000-12-22 10:53:20.000	3045.0	13650.7	13723.0	228.0	68087.305	7993969.0	2.84389504E8
109	Bill Millard Quincy	E Fowler Avenue	MT	44	2003-09-27 01:54:56.000	14608.0	27300.357	18861.0	220.0	57750.195	3951721.0	9.4106808E7
110	Harry Chester Jackson	Redwood Highway	PA	7	2001-06-26 09:53:20.000	77500.0	42420.24	20229.0	6.0	47144.48	3554095.0	1.10917808E8
111	Ronald Lyndon Eisenhower	East Main Street	KY	34	2000-01-22 12:00:00.000	13990.0	24968.564	17337.0	120.0	59770.023	1601042.0	3.05988E8
112	John Jimmy Johnson	North Preisker Lane	OK	31	1994-10-30 11:33:20.000	58058.0	1610.568	10738.0	150.0	42190.86	8423239.0	1.00448E7
113	Harry Grover Adams	Burnett Road	NC	39	2004-02-09 10:54:56.000	6296.0	62114.69	8679.0	200.0	22062.846	163111.0	9.6692038E8
114	Ronald Rutherford Polk	East Main Street	IN	16	2000-09-01 01:01:36.000	5631.0	73285.664	12279.0	251.0	17842.88	6147245.0	6.355304E7
115	Ronald Dwight Van Buren	Grandview Drive	NE	40	2006-04-25 01:14:56.000	49944.0	34638.434	30609.0	21.0	62280.266	1534420.0	1.3433792E8
116	William James Nixon	Steele Lane	VA	25	1975-10-25 10:06:40.000	52216.0	48645.69	31062.0	181.0	8581.177	9230092.0	1.01951464E8
117	Herbert Herbert Buchanan	Hutchinson Rd	FL	9	1975-08-20 10:46:40.000	99607.0	90376.38	31341.0	125.0	82251.555	5432220.0	2.535322E7
118	Franklin George Lincoln	South Roosevelt Drive	CT	23	2006-02-07 04:13:20.000	14295.0	34862.703	9630.0	120.0	23064.018	2876054.0	4.5645784E7
119	Harry Dwight Adams	Fontaine Road	MD	43	2000-07-30 06:20:00.000	18240.0	25882.41	839.0	86.0	30548.27	2125882.0	4.75708736E8
120	Chester Warren Polk	S Rustle St	SC	20	1997-01-15 03:46:40.000	95802.0	18212.184	27660.0	114.0	53855.973	5236111.0	3.64577344E8
121	Ronald Woodrow Washington	North Atherton Street	LA	41	2003-09-23 01:54:56.000	67344.0	140.8432	26256.0	40.0	8538.378	3542467.0	2.39819472E8
122	Dwight Martin Carter	Bayshore Freeway	AZ	44	1986-12-26 05:46:40.000	12928.0	28625.121	28013.0	252.0	137.0525	8997896.0	2.4518048E7
123	Grover Gerald Reagan	Santa Rosa North	IL	45	2002-09-09 11:28:16.000	88025.0	48491.375	4269.0	180.0	8550.517	9611504.0	5.30654944E8
124	Calvin Harry Wilson	San Ysidro Blvd	CT	48	2002-06-26 04:48:16.000	24196.0	14840.315	24735.0	141.0	97306.28	5951048.0	7.9089728E8
125	Thomas Abraham Harding	N Kentwood	NE	6	1992-02-14 09:33:20.000	15220.0	91232.54	1620.0	208.0	13730.632	455074.0	7.8598656E8
126	Ronald Benjamin Harrison	San Ysidro Blvd	GA	11	2005-05-25 01:53:20.000	71856.0	73505.95	8511.0	240.0	75718.4	8267854.0	1.52693536E8
127	Zachary Benjamin Monroe	Greenwood Road	TX	19	2005-02-19 08:00:00.000	87452.0	65216.8	25343.0	249.0	11352.689	5526288.0	5.23057216E8
128	Ulysses Calvin McKinley	Grandview Drive	GA	31	1982-05-03 07:53:20.000	23098.0	13011.136	30368.0	234.0	70640.17	9025180.0	6257272.0
129	Ulysses Theodore Johnson	Via Real	FL	3	1983-08-10 11:40:00.000	85200.0	78053.97	25765.0	136.0	38512.41	2708496.0	7.6587616E8
130	Andrew Ulysses Lincoln	Moreno Drive	WV	5	2002-10-09 10:46:40.000	70403.0	46721.0	2969.0	198.0	23056.367	2484485.0	9.7932416E8
131	Warren Harry Clinton	N Kentwood	HI	12	1970-11-07 09:06:40.000	38164.0	54746.05	21174.0	58.0	24294.762	7166080.0	4883268.0
132	George Millard Adams	Harbor Dr	WV	4	2000-02-19 08:13:20.000	9868.0	87040.71	16442.0	200.0	15001.197	2933888.0	2.4205096E7
133	Andrew Thomas Kennedy	San Luis Obispo North	CT	44	2003-10-10 07:40:00.000	53001.0	60328.113	5583.0	172.0	7117.0786	754390.0	2.3202192E8
134	Grover Warren Garfield	North Atherton Street	ME	47	2006-10-15 12:48:16.000	95735.0	30155.822	3857.0	144.0	68762.09	1940598.0	3.20798624E8
135	James Abraham Truman	Jean de la Fontaine	FL	35	2006-03-12 05:33:20.000	41009.0	92184.86	9170.0	139.0	78246.31	742284.0	6.2091264E8
136	Herbert Harry Hayes	Lindbergh Blvd	OH	43	1982-03-09 05:33:20.000	14133.0	22700.996	213.0	31.0	16215.159	1236108.0	1.31611552E8
137	Millard James Johnson	Carpinteria Avenue	CA	25	1993-06-16 04:06:40.000	6582.0	27622.607	17220.0	194.0	57520.254	9215116.0	1.34838E8
138	William Millard Hayes	North Ventu Park Road	NV	14	1983-03-24 04:14:56.000	46712.0	25546.055	28521.0	103.0	60650.344	12157.0	1.9792696E7
139	Abraham Ulysses Jefferson	Cerrillos Road	AZ	31	1985-09-03 02:46:40.000	27386.0	40890.527	10545.0	184.0	18282.389	818374.0	1.15121192E8
140	Jimmy John Taft	Santa Monica Road	OK	22	1987-08-20 01:13:20.000	11552.0	61800.516	11611.0	140.0	11811.875	4621170.0	1.4517368E8
141	Abraham William Adams	Santa Ana Freeway	MN	15	1993-08-16 01:13:20.000	70626.0	93936.86	5208.0	241.0	64855.195	7357192.0	3.51915968E8
142	James Rutherford Carter	Carpinteria South	TX	31	1989-05-30 03:53:20.000	82624.0	66993.37	1140.0	32.0	32368.5	7199570.0	6.1461779E8
143	Dwight Herbert Ford	Milpas Street	RI	21	1977-09-14 04:46:40.000	31760.0	42975.824	15258.0	224.0	58476.145	7128331.0	4.893668E7
144	Benjamin Calvin Reagan	East Fry Blvd.	SC	26	1992-05-14 05:13:20.000	2253.0	67904.22	27801.0	48.0	15624.995	2576056.0	5.5321016E7
145	Chester Gerald Hoover	North Atherton Street	VT	25	1983-09-01 10:33:20.000	2818.0	11610.302	2796.0	186.0	74434.53	6865750.0	2.65629744E8
146	Woodrow Theodore Quincy	Moreno Drive	PA	47	2000-08-20 07:00:00.000	16480.0	746.0806	1078.0	142.0	33455.516	5768880.0	1.60830672E8
147	Grover Ulysses Kennedy	Padre Boulevard	MT	7	2004-08-25 06:33:20.000	36104.0	84428.21	13802.0	120.0	18674.285	8324390.0	1.22505496E8
148	Rutherford Calvin Pierce	Cabrillo Highway	NJ	33	2002-02-15 08:54:56.000	95664.0	67889.71	26662.0	233.0	22584.674	9360900.0	3.36810784E8
149	Rutherford George Coolidge	Jean de la Fontaine	KY	15	2001-06-08 11:41:36.000	11496.0	88953.16	723.0	109.0	160.3919	595084.0	1.4419568E7
150	Calvin Ronald Hoover	Lindbergh Blvd	SC	20	1970-02-03 02:26:40.000	42674.0	59793.344	13219.0	137.0	83355.05	8886928.0	7.8305062E8
151	Richard Grover Hayes	S Rustle St	HI	10	1996-10-12 07:00:00.000	63304.0	14949.653	28513.0	35.0	43600.273	4931565.0	3.6557832E7
152	Lyndon Ulysses Lincoln	Bowles Avenue	ND	20	1985-10-11 07:26:40.000	52835.0	23305.01	22282.0	75.0	51095.35	3011840.0	3.4551024E8
153	Franklin Andrew Grant	Lindbergh Blvd	MO	35	1993-04-11 12:21:36.000	97244.0	64408.523	3027.0	21.0	12150.231	2045676.0	1.62891888E8
154	Chester Bill Ford	Steele Lane	VT	11	1983-08-28 03:01:36.000	29748.0	75167.28	18093.0	63.0	99669.68	8044248.0	7.9824176E7
155	William Andrew Ford	Camelback Rd	IL	6	1975-01-27 04:01:36.000	66458.0	29281.682	30903.0	102.0	46073.344	2013760.0	1.89271696E8
156	Millard Dwight Arthur	Carpinteria North	RI	7	1978-08-31 05:01:36.000	42200.0	96923.74	9424.0	74.0	4874.6553	4835199.0	2.284861E7
157	Lyndon Benjamin Lincoln	Corona Del Mar	UT	35	2006-08-15 07:41:36.000	73508.0	91960.586	15651.0	176.0	17004.445	527620.0	2.1458168E7
158	Lyndon Theodore Cleveland	Woodson Rd.	KY	45	1986-07-14 10:20:00.000	54348.0	68825.31	29695.0	158.0	80860.2	2414635.0	1.72724992E8
159	Lyndon Ronald Van Buren	N Kentwood	NM	11	1974-02-13 04:00:00.000	35296.0	28400.965	28352.0	106.0	93700.875	9634485.0	6.9080312E7
160	Dwight James Taft	South Highway	CT	9	1998-01-24 12:00:00.000	58158.0	88159.94	18580.0	254.0	20960.643	2108200.0	1.47740016E8
161	Thomas Dwight Clinton	W. Russell St.	IL	41	1989-01-03 10:41:36.000	55520.0	14379.508	30692.0	59.0	43366.555	5864648.0	4.6427392E7
162	Benjamin William Hoover	N Kentwood	AK	1	1977-12-05 08:53:20.000	82360.0	30820.105	12240.0	126.0	53559.656	7107023.0	3.24334656E8
163	Martin Andrew Garfield	Moreno Drive	NC	37	1980-05-07 04:06:40.000	36376.0	93888.89	25956.0	103.0	31876.844	357111.0	4.55355136E8
164	Rutherford Dwight Garfield	East 1st Street	MN	26	2000-08-13 03:40:00.000	72598.0	29061.096	31708.0	250.0	52634.555	3971807.0	4.0053552E8
165	Millard Theodore Van Buren	San Marcos	MA	46	2000-05-26 09:53:20.000	63840.0	72035.48	12132.0	172.0	8466.643	6973680.0	9.463369E8
166	Ulysses James Hayes	San Luis Obispo North	AZ	41	2002-04-17 12:33:20.000	81480.0	12930.715	11763.0	134.0	61381.527	6742882.0	2.7389504E7
167	Jimmy Grover Roosevelt	Carpinteria South	IA	18	1997-05-20 04:46:40.000	64385.0	26425.055	21582.0	50.0	77548.39	7756832.0	2.7563444E7
168	Jimmy Andrew Polk	N Harrison St	NC	44	1993-05-26 08:06:40.000	57009.0	95225.92	22281.0	131.0	60403.656	9032175.0	4.06396192E8
169	Dwight Dwight Van Buren	Carpinteria North	PA	28	2003-10-19 10:46:40.000	39410.0	59504.88	11739.0	164.0	87937.43	9085714.0	6.7886547E8
170	Zachary Bill Adams	East Main Street	FL	26	2000-03-11 11:33:20.000	61704.0	75734.87	28931.0	104.0	31248.125	3470600.0	4.7115376E8
171	Ulysses Chester Garfield	N Harrison St	MO	12	2001-06-08 12:33:20.000	22248.0	21182.61	1819.0	75.0	4901.822	6070336.0	7.7855878E8
172	Herbert Calvin Adams	Cerrillos Road	OH	35	2000-09-29 02:33:20.000	22504.0	15952.711	24579.0	65.0	23568.094	1111221.0	6.3320493E8
